SongId	LyricId	Lyric Line Number	Lyric
267	19005	7	You know the greatest films of all time were never made
267	19006	8	
267	19007	9	[Pre-Chorus]
267	19008	10	I guess you never know, never know
267	19009	11	And if you wanted me, you really should've showed
267	19010	12	And if you never bleed, you're never gonna grow
267	19011	13	And it's alright now
267	19012	14	
267	19013	15	[Chorus]
267	19014	16	But we were something, don't you think so?
267	19015	17	Roaring twenties, tossing pennies in the pool
267	19016	18	And if my wishes came true
267	19017	19	It would've been you
267	19018	20	In my defense, I have none
267	19019	21	For never leaving well enough alone
267	19020	22	But it would've been fun
267	19021	23	If you would've been the one
267	19022	24	(Ooh)
267	19023	25	
267	19024	26	[Verse 2]
267	19025	27	I have this dream you're doing cool shit
267	19026	28	Having adventures on your own
267	19027	29	You meet some woman on the internet and take her home
267	19028	30	We never painted by the numbers, baby
267	19029	31	But we were making it count
267	19030	32	You know the greatest loves of all time are over now
267	19031	33	[Pre-Chorus]
267	19032	34	I guess you never know, never know
267	19033	35	And it's another day waking up alone
267	19034	36	
267	19035	37	[Chorus]
267	19036	38	But we were something, don't you think so?
267	19037	39	Roaring twenties, tossing pennies in the pool
267	19038	40	And if my wishes came true
267	19039	41	It would've been you
267	19040	42	In my defense, I have none
267	19041	43	For never leaving well enough alone
267	19042	44	But it would've been fun
267	19043	45	If you would've been the one
267	19044	46	
267	19045	47	[Bridge]
267	19046	48	I, I, I persist and resist the temptation to ask you
267	19047	49	If one thing had been different
267	19048	50	Would everything be different today?
267	19049	51	
267	19050	52	[Chorus]
267	19051	53	We were something, don't you think so?
267	19052	54	Rosé flowing with your chosen family
267	19053	55	And it would've been sweet
267	19054	56	If it could've been me
267	19055	57	In my defense, I have none
267	19056	58	For digging up the grave another time
267	19057	59	But it would've been fun
267	19058	60	If you would've been the one
267	19059	61	(Ooh)10
268	18419	1	[Verse 1]
268	18420	2	Vintage tee, brand new phone
268	18421	3	High heels on cobblestones
268	18422	4	When you are young, they assume you know nothing
268	18423	5	Sequin smile, black lipstick
268	18424	6	Sensual politics
268	18425	7	When you are young, they assume you know nothing
268	18426	8	
268	18427	9	[Chorus]
268	18428	10	But I knew you
268	18429	11	Dancin' in your Levi's
268	18430	12	Drunk under a streetlight, I
268	18431	13	I knew you
268	18432	14	Hand under my sweatshirt
268	18433	15	Baby, kiss it better, I
268	18434	16	
268	18435	17	[Refrain]
268	18436	18	And when I felt like I was an old cardigan
268	18437	19	Under someone's bed
268	18438	20	You put me on and said I was your favorite
268	18439	21	
268	18440	22	[Verse 2]
268	18441	23	A friend to all is a friend to none
268	18442	24	Chase two girls, lose the one
268	18443	25	When you are young, they assume you know nothing
268	18444	26	[Chorus]
268	18445	27	But I knew you
268	18446	28	Playing hide-and-seek and
268	18447	29	Giving me your weekends, I
268	18448	30	I knew you
268	18449	31	Your heartbeat on the High Line
268	18450	32	Once in twenty lifetimes, I
268	18451	33	
268	18452	34	[Refrain]
268	18453	35	And when I felt like I was an old cardigan
268	18454	36	Under someone's bed
268	18455	37	You put me on and said I was your favorite
268	18456	38	
268	18457	39	[Bridge]
268	18458	40	To kiss in cars and downtown bars
268	18459	41	Was all we needed
268	18460	42	You drew stars around my scars
268	18461	43	But now I'm bleedin'
268	18462	44	
268	18463	45	[Chorus]
268	18464	46	'Cause I knew you
268	18465	47	Steppin' on the last train
268	18466	48	Marked me like a bloodstain, I
268	18467	49	I knew you
268	18468	50	Tried to change the ending
268	18469	51	Peter losing Wendy, I
268	18470	52	I knew you
268	18471	53	Leavin' like a father
268	18472	54	Running like water, I
268	18473	55	And when you are young, they assume you know nothing
268	18474	56	[Verse 3]
268	18475	57	But I knew you'd linger like a tattoo kiss
268	18476	58	I knew you'd haunt all of my what-ifs
268	18477	59	The smell of smoke would hang around this long
268	18478	60	'Cause I knew everything when I was young
268	18479	61	I knew I'd curse you for the longest time
268	18480	62	Chasin' shadows in the grocery line
268	18481	63	I knew you'd miss me once the thrill expired
268	18482	64	And you'd be standin' in my front porch light
268	18483	65	And I knew you'd come back to me
268	18484	66	You'd come back to me
268	18485	67	And you'd come back to me
268	18486	68	And you'd come back
268	18487	69	
268	18488	70	[Refrain]
268	18489	71	And when I felt like I was an old cardigan
268	18490	72	Under someone's bed
268	18491	73	You put me on and said I was your favorite16
269	19060	1	[Verse 1]
269	19061	2	Rebekah rode up on the afternoon train, it was sunny
269	19062	3	Her saltbox house on the coast took her mind off St. Louis
269	19063	4	Bill was the heir to the Standard Oil name and money
269	19064	5	And the town said, "How did a middle-class divorcée do it?"
269	19065	6	The wedding was charming, if a little gauche
269	19066	7	There's only so far new money goes
269	19067	8	They picked out a home and called it "Holiday House"
269	19068	9	Their parties were tasteful, if a little loud
269	19069	10	The doctor had told him to settle down
269	19070	11	It must have been her fault his heart gave out
269	19071	12	
269	19072	13	[Chorus]
269	19073	14	And they said
269	19074	15	"There goes the last great American dynasty
269	19075	16	Who knows, if she never showed up, what could've been
269	19076	17	There goes the maddest woman this town has ever seen
269	19077	18	She had a marvelous time ruining everything"
269	19078	19	
269	19079	20	[Verse 2]
269	19080	21	Rebekah gave up on the Rhode Island set forever
269	19081	22	Flew in all her Bitch Pack friends from the city
269	19082	23	Filled the pool with champagne and swam with the big names
269	19083	24	And blew through the money on the boys and the ballet
269	19084	25	And losing on card game bets with Dalí
269	19085	26	[Chorus]
269	19086	27	And they said
269	19087	28	"There goes the last great American dynasty
269	19088	29	Who knows, if she never showed up, what could've been
269	19089	30	There goes the most shameless woman this town has ever seen
269	19090	31	She had a marvelous time ruining everything"
269	19091	32	
269	19092	33	[Bridge]
269	19093	34	They say she was seen on occasion
269	19094	35	Pacing the rocks, staring out at the midnight sea
269	19095	36	And in a feud with her neighbor
269	19096	37	She stole his dog and dyed it key lime green
269	19097	38	Fifty years is a long time
269	19098	39	Holiday House sat quietly on that beach
269	19099	40	Free of women with madness, their men and bad habits
269	19100	41	And then it was bought by me
269	19101	42	
269	19102	43	[Chorus]
269	19103	44	Who knows, if I never showed up, what could've been
269	19104	45	There goes the loudest woman this town has ever seen
269	19105	46	I had a marvelous time ruining everything
269	19106	47	
269	19107	48	[Outro]
269	19108	49	I had a marvelous time ruining everything
269	19109	50	A marvelous time ruining everything
269	19110	51	A marvelous time
269	19111	52	I had a marvelous time7
270	18526	1	[Verse 1: Justin Vernon]
270	18527	2	I can see you standing, honey
270	18528	3	With his arms around your body
270	18529	4	Laughin', but the joke's not funny at all
270	18530	5	And it took you five whole minutes
270	18531	6	To pack us up and leave me with it
270	18532	7	Holdin' all this love out here in the hall
270	18533	8	
270	18534	9	[Chorus: Justin Vernon]
270	18535	10	I think I've seen this film before
270	18536	11	And I didn't like the ending
270	18537	12	You're not my homeland anymore
270	18538	13	So what am I defending now?
270	18539	14	You were my town, now I'm in exile, seein' you out
270	18540	15	I think I've seen this film before
270	18541	16	
270	18542	17	[Post-Chorus: Justin Vernon]
270	18543	18	Ooh, ooh, ooh
270	18544	19	
270	18545	20	[Verse 2: Taylor Swift]
270	18546	21	I can see you starin', honey
270	18547	22	Like he's just your understudy
270	18548	23	Like you'd get your knuckles bloody for me
270	18549	24	Second, third, and hundredth chances
270	18550	25	Balancin' on breaking branches
270	18551	26	Those eyes add insult to injury
270	18552	27	[Chorus: Taylor Swift]
270	18553	28	I think I've seen this film before
270	18554	29	And I didn't like the ending
270	18555	30	I'm not your problem anymore
270	18556	31	So who am I offending now?
270	18557	32	You were my crown, now I'm in exile, seein' you out
270	18558	33	I think I've seen this film before
270	18559	34	So I'm leaving out the side door
270	18560	35	[Bridge: Justin Vernon, Taylor Swift & Both]
270	18561	36	So step right out, there is no amount
270	18562	37	Of crying I can do for you
270	18563	38	All this time
270	18564	39	We always walked a very thin line
270	18565	40	You didn't even hear me out (You didn't even hear me out)
270	18566	41	You never gave a warning sign (I gave so many signs)
270	18567	42	All this time
270	18568	43	I never learned to read your mind (Never learned to read my mind)
270	18569	44	I couldn't turn things around (You never turned things around)
270	18570	45	'Cause you never gave a warning sign (I gave so many signs)
270	18571	46	So many signs, so many signs
270	18572	47	You didn't even see the signs
270	18573	48	
270	18574	49	[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]
270	18575	50	I think I've seen this film before
270	18576	51	And I didn't like the ending
270	18577	52	You're not my homeland anymore
270	18578	53	So what am I defending now?
270	18579	54	You were my town, now I'm in exile, seein' you out
270	18580	55	I think I've seen this film before
270	18581	56	So I'm leavin' out the side door
270	18582	57	[Outro: Justin Vernon & Taylor Swift]
270	18583	58	So step right out, there is no amount
270	18584	59	Of crying I can do for you
270	18585	60	All this time
270	18586	61	We always walked a very thin line
270	18587	62	You didn't even hear me out (Didn't even hear me out)
270	18588	63	You never gave a warning sign (I gave so many signs)
270	18589	64	All this time
270	18590	65	I never learned to read your mind (Never learned to read my mind)
270	18591	66	I couldn't turn things around (You never turned things around)
270	18592	67	'Cause you never gave a warning sign (I gave so many signs)
270	18593	68	You never gave a warning sign (All this time)
270	18594	69	(So many times) I never learned to read your mind
270	18595	70	(So many signs) I couldn't turn things around (I couldn't turn things around)
270	18596	71	'Cause you never gave a warning sign (You never gave a warning sign)
270	18597	72	You never gave a warning sign
270	18598	73	Ah, ah10
271	18868	1	[Verse 1]
271	18869	2	We gather here, we line up, weepin' in a sunlit room
271	18870	3	And if I'm on fire, you'll be made of ashes, too
271	18871	4	Even on my worst day, did I deserve, babe
271	18872	5	All the hell you gave me?
271	18873	6	'Cause I loved you, I swear I loved you
271	18874	7	'Til my dying day
271	18875	8	
271	18876	9	[Chorus]
271	18877	10	I didn't have it in myself to go with grace
271	18878	11	And you're the hero flying around, saving face
271	18879	12	And if I'm dead to you, why are you at the wake?
271	18880	13	Cursing my name, wishing I stayed
271	18881	14	Look at how my tears ricochet
271	18882	15	
271	18883	16	[Verse 2]
271	18884	17	We gather stones, never knowing what they'll mean
271	18885	18	Some to throw, some to make a diamond ring
271	18886	19	You know I didn't want to have to haunt you
271	18887	20	But what a ghostly scene
271	18888	21	You wear the same jewels that I gave you
271	18889	22	As you bury me
271	18890	23	
271	18891	24	[Chorus]
271	18892	25	I didn't have it in myself to go with grace
271	18893	26	'Cause when I'd fight, you used to tell me I was brave
271	18894	27	And if I'm dead to you, why are you at the wake?
271	18895	28	Cursing my name, wishing I stayed
271	18896	29	Look at how my tears ricochet
271	18897	30	[Bridge]
271	18898	31	And I can go anywhere I want
271	18899	32	Anywhere I want, just not home
271	18900	33	And you can aim for my heart, go for blood
271	18901	34	But you would still miss me in your bones
271	18902	35	And I still talk to you (When I'm screaming at the sky)
271	18903	36	And when you can't sleep at night (You hear my stolen lullabies)
271	18904	37	
271	18905	38	[Chorus]
271	18906	39	I didn't have it in myself to go with grace
271	18907	40	And so the battleships will sink beneath the waves
271	18908	41	You had to kill me, but it killed you just the same
271	18909	42	Cursing my name, wishing I stayed
271	18910	43	You turned into your worst fears
271	18911	44	And you're tossing out blame, drunk on this pain
271	18912	45	Crossing out the good years
271	18913	46	And you're cursing my name, wishing I stayed
271	18914	47	Look at how my tears ricochet
272	18819	1	[Verse 1]
272	18820	2	I want you to know
272	18821	3	I'm a mirrorball
272	18822	4	I'll show you every version of yourself tonight
272	18823	5	I'll get you out on the floor
272	18824	6	Shimmering beautiful
272	18825	7	And when I break, it's in a million pieces
272	18826	8	
272	18827	9	[Chorus]
272	18828	10	Hush, when no one is around, my dear
272	18829	11	You'll find me on my tallest tiptoes
272	18830	12	Spinning in my highest heels, love
272	18831	13	Shining just for you
272	18832	14	Hush, I know they said the end is near
272	18833	15	But I'm still on my tallest tiptoes
272	18834	16	Spinning in my highest heels, love
272	18835	17	Shining just for you
272	18836	18	
272	18837	19	[Verse 2]
272	18838	20	I want you to know
272	18839	21	I'm a mirrorball
272	18840	22	I can change everything about me to fit in
272	18841	23	You are not like the regulars
272	18842	24	The masquerade revelers
272	18843	25	Drunk as they watch my shattered edges glisten
272	18844	26	[Chorus]
272	18845	27	Hush, when no one is around, my dear
272	18846	28	You'll find me on my tallest tiptoes
272	18847	29	Spinning in my highest heels, love
272	18848	30	Shining just for you
272	18849	31	Hush, I know they said the end is near
272	18850	32	But I'm still on my tallest tiptoes
272	18851	33	Spinning in my highest heels, love
272	18852	34	Shining just for you
272	18853	35	
272	18854	36	[Bridge]
272	18855	37	And they called off the circus, burned the disco down
272	18856	38	When they sent home the horses and the rodeo clowns
272	18857	39	I'm still on that tightrope
272	18858	40	I'm still trying everything to get you laughing at me
272	18859	41	And I'm still a believer, but I don't know why
272	18860	42	I've never been a natural, all I do is try, try, try
272	18861	43	I'm still on that trapeze
272	18862	44	I'm still trying everything to keep you looking at me
272	18863	45	
272	18864	46	[Outro]
272	18865	47	Because I'm a mirrorball
272	18866	48	I'm a mirrorball
272	18867	49	And I'll show you every version of yourself tonight6
273	18954	1	[Verse 1]
273	18955	2	Please picture me in the trees
273	18956	3	I hit my peak at seven
273	18957	4	Feet in the swing over the creek
273	18958	5	I was too scared to jump in
273	18959	6	But I, I was high in the sky
273	18960	7	With Pennsylvania under me
273	18961	8	Are there still beautiful things?
273	18962	9	
273	18963	10	[Chorus]
273	18964	11	Sweet tea in the summer
273	18965	12	Cross your heart, won't tell no other
273	18966	13	And though I can’t recall your face
273	18967	14	I still got love for you
273	18968	15	Your braids like a pattern
273	18969	16	Love you to the Moon and to Saturn
273	18970	17	Passed down like folk songs
273	18971	18	The love lasts so long
273	18972	19	
273	18973	20	[Bridge]
273	18974	21	And I've been meaning to tell you
273	18975	22	I think your house is haunted
273	18976	23	Your dad is always mad and that must be why
273	18977	24	And I think you should come live with me
273	18978	25	And we can be pirates
273	18979	26	Then you won't have to cry
273	18980	27	Or hide in the closet
273	18981	28	And just like a folk song
273	18982	29	Our love will be passed on
273	18983	30	[Verse 2]
273	18984	31	Please picture me in the weeds
273	18985	32	Before I learned civility
273	18986	33	I used to scream ferociously
273	18987	34	Any time I wanted
273	18988	35	I, I
273	18989	36	
273	18990	37	[Chorus]
273	18991	38	Sweet tea in the summer
273	18992	39	Cross my heart, won’t tell no other
273	18993	40	And though I can't recall your face
273	18994	41	I still got love for you
273	18995	42	Pack your dolls and a sweater
273	18996	43	We'll move to India forever
273	18997	44	Passed down like folk songs
273	18998	45	Our love lasts so long8
274	18270	1	[Verse 1]
274	18271	2	Salt air, and the rust on your door
274	18272	3	I never needed anything more
274	18273	4	Whispers of "Are you sure?"
274	18274	5	"Never have I ever before"
274	18275	6	
274	18276	7	[Chorus]
274	18277	8	But I can see us lost in the memory
274	18278	9	August slipped away into a moment in time
274	18279	10	'Cause it was never mine
274	18280	11	And I can see us twisted in bedsheets
274	18281	12	August sipped away like a bottle of wine
274	18282	13	'Cause you were never mine
274	18283	14	
274	18284	15	[Verse 2]
274	18285	16	Your back beneath the sun
274	18286	17	Wishin' I could write my name on it
274	18287	18	Will you call when you're back at school?
274	18288	19	I remember thinkin' I had you
274	18289	20	
274	18290	21	[Chorus]
274	18291	22	But I can see us lost in the memory
274	18292	23	August slipped away into a moment in time
274	18293	24	'Cause it was never mine
274	18294	25	And I can see us twisted in bedsheets
274	18295	26	August sipped away like a bottle of wine
274	18296	27	'Cause you were never mine
274	18297	28	[Bridge]
274	18298	29	Back when we were still changin' for the better
274	18299	30	Wanting was enough
274	18300	31	For me, it was enough
274	18301	32	To live for the hope of it all
274	18302	33	Cancel plans just in case you'd call
274	18303	34	And say, "Meet me behind the mall"
274	18304	35	So much for summer love and saying "us"
274	18305	36	'Cause you weren't mine to lose
274	18306	37	You weren't mine to lose, no
274	18307	38	
274	18308	39	[Chorus]
274	18309	40	But I can see us lost in the memory
274	18310	41	August slipped away into a moment in time
274	18311	42	'Cause it was never mine
274	18312	43	And I can see us twisted in bedsheets
274	18313	44	August sipped away like a bottle of wine
274	18314	45	'Cause you were never mine
274	18315	46	
274	18316	47	[Outro]
274	18317	48	'Cause you were never mine
274	18318	49	Never mine
274	18319	50	But do you remember?
274	18320	51	Remember when I pulled up and said "Get in the car"
274	18321	52	And then canceled my plans just in case you'd call?
274	18322	53	Back when I was livin' for the hope of it all, for the hope of it all
274	18323	54	"Meet me behind the mall"
274	18324	55	(Remember when I pulled up and said "Get in the car")
274	18325	56	(And then canceled my plans just in case you'd call?)
274	18326	57	(Back when I was livin' for the hope of it all, for the hope of it all)
274	18327	58	("Meet me behind the mall")
274	18328	59	Remember when I pulled up and said "Get in the car"
274	18329	60	And then canceled my plans just in case you'd call?
274	18330	61	Back when I was livin' for the hope of it all (For the hope of it all)
274	18331	62	For the hope of it all, for the hope of it all
274	18332	63	(For the hope of it all, for the hope of it all)
275	19112	1	[Verse 1]
275	19113	2	I've been having a hard time adjusting
275	19114	3	I had the shiniest wheels, now they're rusting
275	19115	4	I didn't know if you'd care if I came back
275	19116	5	I have a lot of regrets about that
275	19117	6	Pulled the car off the road to the lookout
275	19118	7	Could've followed my fears all the way down
275	19119	8	And maybe I don't quite know what to say
275	19120	9	But I'm here in your doorway
275	19121	10	
275	19122	11	[Chorus]
275	19123	12	I just wanted you to know that this is me trying
275	19124	13	I just wanted you to know that this is me trying
275	19125	14	[Verse 2]
275	19126	15	They told me all of my cages were mental
275	19127	16	So I got wasted like all my potential
275	19128	17	And my words shoot to kill when I'm mad
275	19129	18	I have a lot of regrets about that
275	19130	19	I was so ahead of the curve, the curve became a sphere
275	19131	20	Fell behind all my classmates and I ended up here
275	19132	21	Pouring out my heart to a stranger
275	19133	22	But I didn't pour the whiskey
275	19134	23	
275	19135	24	[Chorus]
275	19136	25	I just wanted you to know that this is me trying
275	19137	26	I just wanted you to know that this is me trying
275	19138	27	[Post-Chorus]
275	19139	28	At least I'm trying
275	19140	29	
275	19141	30	[Bridge]
275	19142	31	And it's hard to be at a party when I feel like an open wound
275	19143	32	It's hard to be anywhere these days when all I want is you
275	19144	33	You're a flashback in a film reel on the one screen in my town
275	19145	34	
275	19146	35	[Chorus]
275	19147	36	And I just wanted you to know that this is me trying
275	19148	37	(And maybe I don't quite know what to say)
275	19149	38	I just wanted you to know that this is me trying
275	19150	39	
275	19151	40	[Outro]
275	19152	41	At least I'm trying7
276	18647	1	[Verse 1]
276	18648	2	Make sure nobody sees you leave
276	18649	3	Hood over your head, keep your eyes down
276	18650	4	Tell your friends you're out for a run
276	18651	5	You’ll be flushed when you return
276	18652	6	Take the road less traveled by
276	18653	7	Tell yourself you can always stop
276	18654	8	What started in beautiful rooms
276	18655	9	Ends with meetings in parking lots
276	18656	10	
276	18657	11	[Chorus]
276	18658	12	And that's the thing about illicit affairs
276	18659	13	And clandestine meetings and longing stares
276	18660	14	It's born from just one single glance
276	18661	15	But it dies and it dies and it dies
276	18662	16	A million little times
276	18663	17	
276	18664	18	[Verse 2]
276	18665	19	Leave the perfume on the shelf
276	18666	20	That you picked out just for him
276	18667	21	So you leave no trace behind
276	18668	22	Like you don’t even exist
276	18669	23	Take the words for what they are
276	18670	24	A dwindling, mercurial high
276	18671	25	A drug that only worked
276	18672	26	The first few hundred times
276	18673	27	[Chorus]
276	18674	28	And that's the thing about illicit affairs
276	18675	29	And clandestine meetings and stolen stares
276	18676	30	They show their truth one single time
276	18677	31	But they lie and they lie and they lie
276	18678	32	A million little times
276	18679	33	
276	18680	34	[Bridge]
276	18681	35	And you wanna scream
276	18682	36	Don't call me "kid," don't call me "baby"
276	18683	37	Look at this godforsaken mess that you made me
276	18684	38	You showed me colors you know I can't see with anyone else
276	18685	39	Don't call me "kid," don't call me "baby"
276	18686	40	Look at this idiotic fool that you made me
276	18687	41	You taught me a secret language I can't speak with anyone else
276	18688	42	
276	18689	43	[Outro]
276	18690	44	And you know damn well
276	18691	45	For you, I would ruin myself
276	18692	46	A million little times8
277	18693	1	[Verse 1]
277	18694	2	Green was the color of the grass
277	18695	3	Where I used to read at Centennial Park
277	18696	4	I used to think I would meet somebody there
277	18697	5	Teal was the color of your shirt
277	18698	6	When you were sixteen at the yogurt shop
277	18699	7	You used to work at to make a little money
277	18700	8	
277	18701	9	[Chorus]
277	18702	10	Time, curious time
277	18703	11	Gave me no compasses, gave me no signs
277	18704	12	Were there clues I didn't see?
277	18705	13	And isn't it just so pretty to think
277	18706	14	All along there was some
277	18707	15	Invisible string
277	18708	16	Tying you to me?
277	18709	17	Ooh-ooh-ooh-ooh
277	18710	18	
277	18711	19	[Verse 2]
277	18712	20	Bad was the blood of the song in the cab
277	18713	21	On your first trip to LA
277	18714	22	You ate at my favorite spot for dinner
277	18715	23	Bold was the waitress on our three-year trip
277	18716	24	Getting lunch down by the Lakes
277	18717	25	She said I looked like an American singer
277	18718	26	[Chorus]
277	18719	27	Time, mystical time
277	18720	28	Cutting me open, then healing me fine
277	18721	29	Were there clues I didn't see?
277	18722	30	And isn't it just so pretty to think
277	18723	31	All along there was some
277	18724	32	Invisible string
277	18725	33	Tying you to me?
277	18726	34	Ooh-ooh-ooh-ooh
277	18727	35	
277	18728	36	[Bridge]
277	18729	37	A string that pulled me
277	18730	38	Out of all the wrong arms, right into that dive bar
277	18731	39	Something wrapped all of my past mistakes in barbed wire
277	18732	40	Chains around my demons
277	18733	41	Wool to brave the seasons
277	18734	42	One single thread of gold
277	18735	43	Tied me to you
277	18736	44	
277	18737	45	[Verse 3]
277	18738	46	Cold was the steel of my axe to grind
277	18739	47	For the boys who broke my heart
277	18740	48	Now I send their babies presents
277	18741	49	Gold was the color of the leaves
277	18742	50	When I showed you around Centennial Park
277	18743	51	Hell was the journey but it brought me heaven
277	18744	52	[Chorus]
277	18745	53	Time, wondrous time
277	18746	54	Gave me the blues and then purple-pink skies
277	18747	55	And it's cool
277	18748	56	Baby, with me
277	18749	57	And isn't it just so pretty to think
277	18750	58	All along there was some
277	18751	59	Invisible string
277	18752	60	Tying you to me?
277	18753	61	Ooh-ooh-ooh-ooh
277	18754	62	Me
277	18755	63	Ooh-ooh-ooh-ooh
277	18756	64	
277	18757	65	[Outro]
277	18758	66	(Ah-ah-ah)
277	18759	67	(Ah-ah-ah)6
278	18760	1	[Verse 1]
278	18761	2	What did you think I'd say to that?
278	18762	3	Does a scorpion sting when fighting back?
278	18763	4	They strike to kill, and you know I will
278	18764	5	You know I will
278	18765	6	What do you sing on your drive home?
278	18766	7	Do you see my face in the neighbor's lawn?
278	18767	8	Does she smile?
278	18768	9	Or does she mouth, "Fuck you forever"?
278	18769	10	
278	18770	11	[Pre-Chorus]
278	18771	12	Every time you call me crazy, I get more crazy
278	18772	13	What about that?
278	18773	14	And when you say I seem angry, I get more angry
278	18774	15	
278	18775	16	[Chorus]
278	18776	17	And there's nothing like a mad woman
278	18777	18	What a shame she went mad
278	18778	19	No one likes a mad woman
278	18779	20	You made her like that
278	18780	21	And you'll poke that bear 'til her claws come out
278	18781	22	And you find something to wrap your noose around
278	18782	23	And there's nothing like a mad woman
278	18783	24	
278	18784	25	[Verse 2]
278	18785	26	Now I breathe flames each time I talk
278	18786	27	My cannons all firin' at your yacht
278	18787	28	They say "move on," but you know I won't
278	18788	29	And women like hunting witches too
278	18789	30	Doing your dirtiest work for you
278	18790	31	It's obvious that wanting me dead
278	18791	32	Has really brought you two together
278	18792	33	[Pre-Chorus]
278	18793	34	Every time you call me crazy, I get more crazy
278	18794	35	What about that?
278	18795	36	And when you say I seem angry, I get more angry
278	18796	37	
278	18797	38	[Chorus]
278	18798	39	And there's nothing like a mad woman
278	18799	40	What a shame she went mad
278	18800	41	No one likes a mad woman
278	18801	42	You made her like that
278	18802	43	And you'll poke that bear 'til her claws come out
278	18803	44	And you find something to wrap your noose around
278	18804	45	And there's nothing like a mad woman
278	18805	46	
278	18806	47	[Bridge]
278	18807	48	I'm taking my time, taking my time
278	18808	49	'Cause you took everything from me
278	18809	50	Watching you climb, watching you climb
278	18810	51	Over people like me
278	18811	52	The master of spin has a couple side flings
278	18812	53	Good wives always know
278	18813	54	She should be mad, should be scathing like me, but
278	18814	55	
278	18815	56	[Outro]
278	18816	57	No one likes a mad woman
278	18817	58	What a shame she went mad
278	18818	59	You made her like that
279	18492	1	[Verse 1]
279	18493	2	Keep your helmet, keep your life, son
279	18494	3	Just a flesh wound, here's your rifle
279	18495	4	Crawling up the beaches now
279	18496	5	"Sir, I think he's bleeding out"
279	18497	6	And some things you just can't speak about
279	18498	7	
279	18499	8	[Chorus]
279	18500	9	With you I serve, with you I fall down, down
279	18501	10	Watch you breathe in, watch you breathing out, out
279	18502	11	
279	18503	12	[Verse 2]
279	18504	13	Something med school did not cover
279	18505	14	Someone's daughter, someone's mother
279	18506	15	Holds your hand through plastic now
279	18507	16	"Doc, I think she's crashing out"
279	18508	17	And some things you just can't speak about
279	18509	18	
279	18510	19	[Bridge]
279	18511	20	Only twenty minutes to sleep
279	18512	21	But you dream of some epiphany
279	18513	22	Just one single glimpse of relief
279	18514	23	To make some sense of what you've seen
279	18515	24	
279	18516	25	[Chorus]
279	18517	26	With you I serve, with you I fall down, down (Down)
279	18518	27	Watch you breathe in, watch you breathing out, out
279	18519	28	With you I serve (With you I serve), with you I fall down (Down), down (Down)
279	18520	29	Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
279	18521	30	[Outro]
279	18522	31	Only twenty minutes to sleep
279	18523	32	But you dream of some epiphany
279	18524	33	Just one single glimpse of relief
279	18525	34	To make some sense of what you've seen7
280	18333	1	[Verse 1]
280	18334	2	Betty, I won't make assumptions
280	18335	3	About why you switched your homeroom, but
280	18336	4	I think it's 'cause of me
280	18337	5	Betty, one time I was riding on my skateboard
280	18338	6	When I passed your house
280	18339	7	It's like I couldn't breathe
280	18340	8	
280	18341	9	[Pre-Chorus]
280	18342	10	You heard the rumors from Inez
280	18343	11	You can't believe a word she says
280	18344	12	Most times, but this time it was true
280	18345	13	The worst thing that I ever did
280	18346	14	Was what I did to you
280	18347	15	
280	18348	16	[Chorus]
280	18349	17	But if I just showed up at your party
280	18350	18	Would you have me? Would you want me?
280	18351	19	Would you tell me to go fuck myself
280	18352	20	Or lead me to the garden?
280	18353	21	In the garden, would you trust me
280	18354	22	If I told you it was just a summer thing?
280	18355	23	I'm only seventeen, I don't know anything
280	18356	24	But I know I miss you
280	18357	25	
280	18358	26	[Verse 2]
280	18359	27	Betty, I know where it all went wrong
280	18360	28	Your favorite song was playing
280	18361	29	From the far side of the gym
280	18362	30	I was nowhere to be found
280	18363	31	I hate the crowds, you know that
280	18364	32	Plus, I saw you dance with him
280	18365	33	[Pre-Chorus]
280	18366	34	You heard the rumors from Inez
280	18367	35	You can't believe a word she says
280	18368	36	Most times, but this time it was true
280	18369	37	The worst thing that I ever did
280	18370	38	Was what I did to you
280	18371	39	
280	18372	40	[Chorus]
280	18373	41	But if I just showed up at your party
280	18374	42	Would you have me? Would you want me?
280	18375	43	Would you tell me to go fuck myself
280	18376	44	Or lead me to the garden?
280	18377	45	In the garden, would you trust me
280	18378	46	If I told you it was just a summer thing?
280	18379	47	I'm only seventeen, I don't know anything
280	18380	48	But I know I miss you
280	18381	49	
280	18382	50	[Bridge]
280	18383	51	I was walking home on broken cobblestones
280	18384	52	Just thinking of you when she pulled up like
280	18385	53	A figment of my worst intentions
280	18386	54	She said "James, get in, let's drive"
280	18387	55	Those days turned into nights
280	18388	56	Slept next to her, but
280	18389	57	I dreamt of you all summer long
280	18390	58	[Verse 3]
280	18391	59	Betty, I'm here on your doorstep
280	18392	60	And I planned it out for weeks now
280	18393	61	But it's finally sinkin' in
280	18394	62	Betty, right now is the last time
280	18395	63	I can dream about what happens when
280	18396	64	You see my face again
280	18397	65	
280	18398	66	[Pre-Chorus]
280	18399	67	The only thing I wanna do
280	18400	68	Is make it up to you
280	18401	69	So I showed up at your party
280	18402	70	Yeah, I showed up at your party
280	18403	71	
280	18404	72	[Chorus]
280	18405	73	Yeah, I showed up at your party
280	18406	74	Will you have me? Will you love me?
